Date,lon,lat,y_pred,y_pred_NN,ps_type,irrigation,time_measured,T2M,T2M_MAX,T2M_MIN,source
2026-06-30,3.8402,43.548,-0.26244702041149137,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-06-30,3.8402,43.548,-0.7608470022678375,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-06-30,3.8684,43.5319,-0.259416563808918,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-06-30,3.8684,43.5319,-0.7572899758815765,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-06-30,4.269,44.302,-0.258073590695858,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-06-30,4.269,44.302,-0.778039276599884,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-06-30,4.798,44.175,-0.23250920027494432,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-06-30,4.798,44.175,-0.8384488642215728,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-06-30,7.17,46.15,-0.19846567660570144,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-06-30,7.17,46.15,-0.448189240694046,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-06-30,15.16565,41.5186,-0.5126735478639602,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-06-30,15.16565,41.5186,-0.8842941522598267,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-06-30,15.5415,48.394,-0.30683973580598833,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-06-30,15.5415,48.394,-0.595097753405571,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-06-30,25.396526,36.471011,-0.6108862817287445,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-06-30,25.396526,36.471011,-1.1469305396080016,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-121.12,38.29,-0.5968500792980194,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-121.12,38.29,-1.1869969248771668,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-119.53,49.11,-0.3095724850893021,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-119.53,49.11,-0.67773277759552,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-119.5,36.8,-0.7302263677120209,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-119.5,36.8,-1.2113982677459716,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-119.198353,35.097655,-0.7718591451644897,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-119.198353,35.097655,-1.4337244033813477,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-77.01,42.88,-0.1544361189007759,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-77.01,42.88,-0.5317033976316452,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-8.824167,41.951667,-0.2266348972916603,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-8.824167,41.951667,-0.5140367120504379,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-8.61935,38.6623,-0.4770652920007706,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-8.61935,38.6623,-1.0751379489898685,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-8.117,42.3603,-0.2800353243947029,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-8.117,42.3603,-0.5531495243310929,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-8.116474,42.362029,-0.27798143923282626,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-8.116474,42.362029,-0.5517056256532669,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-7.5607,38.38,-0.5583929538726806,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-7.5607,38.38,-1.3602524042129516,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-7.120833,42.398333,-0.3390229970216751,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-7.120833,42.398333,-0.6079176425933838,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-6.666667,38.86,-0.6638511031866073,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-6.666667,38.86,-1.060771757364273,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-3.7383,40.4433,-0.4490519523620605,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-3.7383,40.4433,-1.224103033542633,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-2.1206,42.3051,-0.2542345613241196,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-2.1206,42.3051,-0.8207005262374878,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-1.783,38.587,-0.5156583100557327,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-1.783,38.587,-1.0897850692272186,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-1.675167,42.415,-0.3783379137516022,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-1.675167,42.415,-0.9967181503772736,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-1.425,38.394333,-0.6298584997653961,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-1.425,38.394333,-1.19191632270813,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-1.217,39.483333,-0.3874607682228088,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-1.217,39.483333,-0.9320649862289428,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-1.2167,39.4833,-0.3873251765966416,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-1.2167,39.4833,-0.9330188155174256,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-0.673,45.039,-0.15826141983270645,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-0.673,45.039,-0.5913620591163635,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-0.402,39.586667,-0.4701876908540726,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-0.402,39.586667,-1.061369651556015,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,-0.195656,44.920741,-0.1607186578214169,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,-0.195656,44.920741,-0.6006899863481522,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,2.6415,39.635667,-0.5234175056219101,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,2.6415,39.635667,-1.0576578617095946,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,3.133494,43.143347,-0.32414214611053466,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,3.133494,43.143347,-0.7813493013381958,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,3.4,43.45,-0.2265522986650467,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,3.4,43.45,-0.767356789112091,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,3.667,43.75,-0.2748889535665512,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,3.667,43.75,-0.8160826563835144,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,3.8402,43.548,-0.2673169285058975,NA,0,0,NA,NA,NA,NA,2015-2025 mean
